Player_ID,position
775,Goalkeeper
776,Attack
776,Centre-Forward
777,Defender
777,Right-Back
778,Midfield
778,Attacking Midfield
779,Midfield
779,Attacking Midfield
780,Attack
780,Centre-Forward
781,Defender
781,Left-Back
782,Defender
782,Centre-Back
783,Goalkeeper
784,Attack
784,Left Winger
785,Goalkeeper
786,Attack
786,Centre-Forward
787,Defender
787,Right-Back
788,Defender
788,Centre-Back
789,Midfield
789,Central Midfield
790,Defender
790,Centre-Back
791,Goalkeeper
792,Midfield
792,Central Midfield
793,Midfield
793,Central Midfield
794,Attack
794,Right Winger
795,Defender
795,Right-Back
796,Defender
796,Centre-Back
797,Defender
797,Left-Back
798,Defender
798,Centre-Back
799,Defender
799,Centre-Back
800,Goalkeeper
801,Attack
801,Centre-Forward
802,Defender
802,Left-Back
803,Attack
803,Right Winger
804,Attack
804,Centre-Forward
805,Defender
805,Right-Back
806,Attack
806,Centre-Forward
807,Attack
807,Centre-Forward
808,Attack
808,Centre-Forward
809,Defender
809,Centre-Back
810,Midfield
810,Central Midfield
811,Defender
811,Centre-Back
812,Defender
812,Centre-Back
813,Midfield
813,Central Midfield
814,Goalkeeper
815,Attack
815,Second Striker
816,Attack
816,Centre-Forward
817,Goalkeeper
818,Goalkeeper
819,Defender
819,Left-Back
820,Goalkeeper
821,Goalkeeper
822,Midfield
822,Central Midfield
823,Defender
823,Centre-Back
824,Midfield
824,Central Midfield
825,Defender
825,Centre-Back
826,Goalkeeper
827,Defender
827,Right-Back
828,Defender
828,Centre-Back
829,Midfield
829,Central Midfield
830,Attack
830,Centre-Forward
831,Midfield
831,Central Midfield
832,Attack
832,Centre-Forward
833,Defender
833,Right-Back
834,Midfield
834,Central Midfield
835,Goalkeeper
836,Midfield
836,Central Midfield
837,Attack
837,Centre-Forward
838,Midfield
838,Attacking Midfield
839,Defender
839,Left-Back
840,Goalkeeper
841,Midfield
841,Defensive Midfield
842,Goalkeeper
843,Defender
843,Centre-Back
844,Defender
844,Left-Back
845,Defender
845,Centre-Back
846,Defender
846,Centre-Back
847,Defender
847,Centre-Back
848,Goalkeeper
849,Goalkeeper
850,Defender
850,Centre-Back
851,Attack
851,Centre-Forward
852,Attack
852,Right Winger
853,Defender
853,Centre-Back
854,Goalkeeper
855,Attack
855,Centre-Forward
856,Midfield
856,Central Midfield
857,Goalkeeper
858,Attack
858,Second Striker
859,Midfield
859,Central Midfield
860,Defender
860,Left-Back
861,Attack
861,Left Winger
862,Defender
862,Centre-Back
863,Midfield
863,Defensive Midfield
864,Midfield
864,Defensive Midfield
865,Midfield
865,Defensive Midfield
866,Defender
866,Left-Back
867,Defender
867,Centre-Back
868,Defender
868,Centre-Back
869,Attack
869,Centre-Forward
870,Defender
870,Centre-Back
871,Midfield
871,Central Midfield
872,Goalkeeper
873,Defender
873,Left-Back
874,Midfield
874,Defensive Midfield
875,Defender
875,Centre-Back
876,Midfield
876,Central Midfield
877,Midfield
877,Defensive Midfield
878,Attack
878,Centre-Forward
879,Defender
879,Left-Back
880,Defender
880,Centre-Back
881,Attack
881,Left Winger
882,Midfield
882,Central Midfield
883,Defender
883,Right-Back
884,Attack
884,Centre-Forward
885,Defender
885,Left-Back
886,Defender
886,Left-Back
887,Defender
887,Centre-Back
888,Midfield
888,Defensive Midfield
889,Midfield
889,Attacking Midfield
890,Midfield
890,Defensive Midfield
891,Goalkeeper
892,Midfield
892,Defensive Midfield
893,Midfield
893,Attacking Midfield
894,Goalkeeper
895,Midfield
895,Defensive Midfield
896,Midfield
896,Central Midfield
897,Goalkeeper
898,Goalkeeper
899,Defender
899,Left-Back
900,Defender
900,Left-Back
901,Attack
901,Left Winger
902,Midfield
902,Attacking Midfield
903,Attack
903,Centre-Forward
904,Goalkeeper
905,Midfield
905,Defensive Midfield
906,Defender
906,Centre-Back
907,Defender
907,Centre-Back
908,Defender
908,Centre-Back
909,Goalkeeper
910,Attack
910,Right Winger
911,Defender
911,Centre-Back
912,Goalkeeper
913,Defender
913,Centre-Back
914,Midfield
914,Attacking Midfield
915,Attack
915,Centre-Forward
916,Attack
916,Centre-Forward
917,Defender
917,Right-Back
918,Midfield
918,Attacking Midfield
919,Attack
919,Centre-Forward
920,Goalkeeper
921,Goalkeeper
922,Midfield
922,Attacking Midfield
923,Defender
923,Right-Back
924,Goalkeeper
925,Attack
925,Centre-Forward
926,Goalkeeper
927,Defender
927,Centre-Back
928,Defender
928,Centre-Back
929,Midfield
929,Defensive Midfield
930,Defender
930,Left-Back
931,Missing
932,Attack
932,Centre-Forward
933,Midfield
933,Central Midfield
934,Goalkeeper
935,Attack
935,Centre-Forward
936,Midfield
936,Central Midfield
937,Attack
937,Right Winger
938,Attack
938,Centre-Forward
939,Midfield
939,Defensive Midfield
940,Defender
940,Centre-Back
941,Attack
941,Right Winger
942,Attack
942,Left Winger
943,Defender
943,Centre-Back
944,Attack
944,Centre-Forward
945,Midfield
945,Central Midfield
946,Attack
946,Left Winger
947,Attack
947,Centre-Forward
948,Defender
948,Centre-Back
949,Defender
949,Right-Back
950,Midfield
950,Defensive Midfield
951,Goalkeeper
952,Midfield
952,Attacking Midfield
953,Goalkeeper
954,Midfield
954,Defensive Midfield
955,Attack
955,Centre-Forward
956,Goalkeeper
957,Defender
957,Left-Back
958,Defender
958,Left-Back
959,Midfield
959,Central Midfield
960,Defender
960,Centre-Back
961,Midfield
961,Central Midfield
962,Midfield
962,Attacking Midfield
963,Attack
963,Right Winger
964,Defender
964,Right-Back
965,Midfield
965,Central Midfield
966,Defender
